0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
0.97000000;0.42000000
